"","sent_pair_id","sentence","partid","verb_id","verb","construct","classification","IO","frequency_rank","counter","group","Value","zscores","diff_avg","diff_gpt2","diff_gpt2_med","diff_gpt2_large","diff_gpt2_xl","score_100M","score_gpt2","score_gpt2med","score_gpt2large","score_gpt2xl"
"1",114,"Alice addressed a message to a woman.","65e4f25fe5fe747f036a67db",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",98,1.07719451696255,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"2",114,"Alice addressed a message to a woman.","5f13f82a37fa2742c0b4d6a9",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",37,-0.277491099234483,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"3",114,"Alice addressed a message to a woman.","5831f08ebfb3b400015a6ad4",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",69,-0.00627882804801066,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"4",114,"Alice addressed a message to a woman.","611edc7240c940f33a5dd554",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",77,0.597719901870749,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"5",114,"Alice addressed a message to a woman.","65854a42579e97a1c666f3f7",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,1.03751241002281,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"6",114,"Alice addressed a message to a woman.","6572bf5ea7d6c170b0dc943b",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",97,1.02925120455852,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"7",114,"Alice addressed a message to a woman.","61533f2027a25d8c624d1297",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",87,0.856857941394448,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"8",114,"Alice addressed a message to a woman.","659ae0e9df6ff0aa7078dc29",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",85,0.872041165582943,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"9",114,"Alice addressed a message to a woman.","610064eb63c0026f11f32b6c",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",81,0.939337493126307,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"10",114,"Alice addressed a message to a woman.","5dd72d2883e3096d755c0f14",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",91,1.07912475718158,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"11",114,"Alice addressed a message to a woman.","5ac54531e1546900019c0487",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,1.09061447784622,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"12",114,"Alice addressed a message to a woman.","5e2fda27a8f853576b85f537",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",82,0.57934348645805,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"13",114,"Alice addressed a message to a woman.","610fb9afc435c9e8b5713f67",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,1.15841113686156,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"14",114,"Alice addressed a message to a woman.","65e114b5883b6a493d50e715",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,1.39438387334064,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"15",114,"Alice addressed a message to a woman.","5fa5cc59599bed173423cf64",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,1.39427930346203,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"16",114,"Alice addressed a message to a woman.","5dcf7e1d16d10c0aa9b71255",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",54,-0.336558186251822,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"17",114,"Alice addressed a message to a woman.","614aad5f39fe300e0f0b9be7",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",75,0.69564534226236,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"18",114,"Alice addressed a message to a woman.","627c45dbe50af91b09e95876",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,1.08327863094858,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"19",114,"Alice addressed a message to a woman.","5a4ccac8f4c9dc0001649908",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",99,0.921053162779937,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"20",114,"Alice addressed a message to a woman.","65a3e4157edb947ce09c9bab",13,"addressed","PDsentence","non-alternating","shortIndefinite",13,3,"D",74,0.774618941309227,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-4.85120086669922,-4.80443429946899,-5.12004995346069,-5.12004995346069,-5.12004995346069
"21",114,"Alice addressed a woman a message.","610866d4a8df0540300f1b6d",13,"addressed","DOsentence","non-alternating","shortIndefinite",13,2,"C",25,-0.700968587051756,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-6.06902952194214,-5.67615652084351,-6.72888326644897,-6.72888326644897,-6.72888326644897
"22",114,"Alice addressed a woman a message.","65d804d8c2e3eaacc37c4b7b",13,"addressed","DOsentence","non-alternating","shortIndefinite",13,2,"C",34,-0.644695591943621,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-6.06902952194214,-5.67615652084351,-6.72888326644897,-6.72888326644897,-6.72888326644897
"23",114,"Alice addressed a woman a message.","65e8ad1a17ddda3bad740440",13,"addressed","DOsentence","non-alternating","shortIndefinite",13,2,"C",30,-1.00049517873667,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-6.06902952194214,-5.67615652084351,-6.72888326644897,-6.72888326644897,-6.72888326644897
"24",114,"Alice addressed a woman a message.","63a9e5cb1dd0a02fffe7b8b4",13,"addressed","DOsentence","non-alternating","shortIndefinite",13,2,"C",28,-0.765851708176611,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-6.06902952194214,-5.67615652084351,-6.72888326644897,-6.72888326644897,-6.72888326644897
"25",114,"Alice addressed a woman a message.","65e86ecf811350a0cf8c2e96",13,"addressed","DOsentence","non-alternating","shortIndefinite",13,2,"C",3,-1.18203428838531,1.21782865524292,0.871722221374512,1.60883331298828,1.60883331298828,1.60883331298828,-6.06902952194214,-5.67615652084351,-6.72888326644897,-6.72888326644897,-6.72888326644897
